Field1,clstr_id,samp_id,meas_no,meas_yr,meas_first,meas_last,tsa,tsa_no,mgmt_unit,sampletype,project_de,bgc_zone,ysm_main,mat_main,species_cl,meas_dt,no_meas,period,tot_period,tfl,no_plots,own_sched,own_sched_,samp_sts,grid_size,grid_size_,grid_size1,grid_base,protect_ps,utm_source,utm_zone,utm_eastin,utm_northi,bcalb_x,bcalb_y,aspect,slope,elev,bec_source,elev_1,plot_typ,area_pm,shp_pm,len_pm,wid_pm,rad_pm,baf_pm,util,baha_L,baha_I,baha_V,baha_D,baha_DF,stemsha_L,stemsha_I,stemsha_V,stemsha_D,stemsha_DF,wsvha_L,wsvha_I,wsvha_V,wsvha_D,wsvha_DF,nmvha_L,nmvha_D,spc_live1,spc_label_,spc_label1,lead_si,lead_htop,bh_stand_a,tot_stand_,tsa_desc,objectid
38,CAR1-3821-MO1,CAR1_3821_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ICH,N,Y,Cedar,2013-09-05,1,0,0,NA,1,78-B,Crown - First Nations Woodland Licence,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,664000.00000000000,5754000,1370000,781000,NA,NA,902,PROV_BEC_2017,ICHdk,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,29.40804427000,0,0,11.47835480000,0,1050.70603300000,0,0,200.13448240000,0,285.35581860000,0,0,104.14914920000,0,232.83235240000,66.73538957000,CW,CW50S39AT11,,12.56987305,20.45,95.6,106.1491832,100 Mile House TSA,51537
39,CAR1-3821-MO1,CAR1_3821_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ICH,N,Y,Cedar,2013-09-05,1,0,0,NA,1,78-B,Crown - First Nations Woodland Licence,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,664000.00000000000,5754000,1370000,781000,NA,NA,902,PROV_BEC_2017,ICHdk,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,25.15368788000,0,0,11.47835480000,0,550.36982670000,0,0,200.13448240000,0,267.96571130000,0,0,104.14914920000,0,228.56296850000,66.73538957000,SX,S46CW42AT12,,20.09938151,30.83333333,95.6,106.1491832,100 Mile House TSA,51538
40,CAR1-3821-MO1,CAR1_3821_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ICH,N,Y,Cedar,2013-09-05,1,0,0,NA,1,78-B,Crown - First Nations Woodland Licence,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,664000.00000000000,5754000,1370000,781000,NA,NA,902,PROV_BEC_2017,ICHdk,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,20.84410052000,0,0,11.07093063000,0,275.18491330000,0,0,175.11767210000,0,245.38392260000,0,0,102.47752880000,0,214.53922640000,65.74876090000,SX,S55CW30AT15,,20.09938151,30.83333333,95.6,106.1491832,100 Mile House TSA,51539
41,CAR1-4436-MO1,CAR1_4436_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,562000.00000000000,5698000,1270000,721000,NA,NA,1172,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,23.49783949000,0,0,1.13383616900,0,2751.84913300000,0,0,75.05043091000,0,137.88727760000,0,0,5.82302222900,0,110.00193530000,3.19905105000,FD,FD99PL01,,11.36611328,12.575,58,70.81318084,100 Mile House TSA,51540
42,CAR1-4436-MO1,CAR1_4436_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,562000.00000000000,5698000,1270000,721000,NA,NA,1172,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,19.49896808000,0,0,1.13383616900,0,950.63879150000,0,0,75.05043091000,0,128.58539990000,0,0,5.82302222900,0,110.00193530000,3.19905105000,FD,FD99PL01,,11.36611328,12.575,58,70.81318084,100 Mile House TSA,51541
43,CAR1-4436-MO1,CAR1_4436_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,562000.00000000000,5698000,1270000,721000,NA,NA,1172,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,15.48708959000,0,0,1.13383616900,0,250.16810300000,0,0,75.05043091000,0,116.54375080000,0,0,5.82302222900,0,109.90409520000,3.19905105000,FD,FD100,,11.36611328,12.575,58,70.81318084,100 Mile House TSA,51542
44,CAR1-4436-MO1,CAR1_4436_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,562000.00000000000,5698000,1270000,721000,NA,NA,1172,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,12.79670681000,0,0,0.00000000000,0,100.06724120000,0,0,0.00000000000,0,105.47877630000,0,0,0.00000000000,0,102.75170710000,0.00000000000,FD,FD100,,11.36611328,12.575,58,70.81318084,100 Mile House TSA,51543
45,CAR1-4441-MO1,CAR1_4441_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,Y,N,Pine,2013-08-31,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,582000.00000000000,5698000,1290000,721000,NA,NA,1112,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,2.26105090900,0,0,0.00000000000,0,425.28577520000,0,0,0.00000000000,0,6.22628232800,0,0,0.00000000000,0,1.06015951500,0.00000000000,PL,PL81S19,,17.69419729,5.15,13.33333333,20.8535469,100 Mile House TSA,51544
46,CAR1-4441-MO1,CAR1_4441_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,Y,N,Pine,2013-08-31,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,582000.00000000000,5698000,1290000,721000,NA,NA,1112,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,1.94911677600,0,0,0.00000000000,0,325.21853390000,0,0,0.00000000000,0,5.51693274200,0,0,0.00000000000,0,1.06015951500,0.00000000000,PL,PL78S22,,17.69419729,5.15,13.33333333,20.8535469,100 Mile House TSA,51545
47,CAR1-4441-MO1,CAR1_4441_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,Y,N,Pine,2013-08-31,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,582000.00000000000,5698000,1290000,721000,NA,NA,1112,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.43620872300,0,0,0.00000000000,0,25.01681030000,0,0,0.00000000000,0,1.64617704600,0,0,0.00000000000,0,1.06015951500,0.00000000000,SX,S100,,20.30512098,8.2,13.33333333,20.8535469,100 Mile House TSA,51546
48,CAR1-4441-MO1,CAR1_4441_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,Y,N,Pine,2013-08-31,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,582000.00000000000,5698000,1290000,721000,NA,NA,1112,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,PL,,,17.69419729,5.15,13.33333333,20.8535469,100 Mile House TSA,51547
49,CAR1-4446-MO1,CAR1_4446_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-09-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,602000.00000000000,5697000,1310000,721000,NA,NA,1127,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,16.04319136000,0,0,10.10013486000,0,850.57155030000,0,0,350.23534430000,0,114.06063730000,0,0,79.32173733000,0,104.64641540000,60.99658091000,FD,FD93PL07,,7.699294457,12.875,66.32844037,82.0648627,100 Mile House TSA,51548
50,CAR1-4446-MO1,CAR1_4446_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-09-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,602000.00000000000,5697000,1310000,721000,NA,NA,1127,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,14.53130501000,0,0,10.10013486000,0,250.16810300000,0,0,350.23534430000,0,110.71029480000,0,0,79.32173733000,0,104.64641540000,60.99658091000,FD,FD97PL03,,7.699294457,12.875,66.32844037,82.0648627,100 Mile House TSA,51549
51,CAR1-4446-MO1,CAR1_4446_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-09-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,602000.00000000000,5697000,1310000,721000,NA,NA,1127,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,13.11760050000,0,0,9.67092088600,0,50.03362061000,0,0,300.20172360000,0,106.77348040000,0,0,76.81847172000,0,104.37675840000,60.83036317000,FD,FD97PL03,,7.699294457,12.875,66.32844037,82.0648627,100 Mile House TSA,51550
52,CAR1-4446-MO1,CAR1_4446_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-09-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,602000.00000000000,5697000,1310000,721000,NA,NA,1127,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,12.73249664000,0,0,8.38901620900,0,25.01681030000,0,0,225.15129270000,0,104.40827530000,0,0,66.91836399000,0,102.83165290000,54.25515735000,FD,FD100,,7.699294457,12.875,66.32844037,82.0648627,100 Mile House TSA,51551
53,CAR1-4461-MO1,CAR1_4461_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,SBPS,N,N,Spruce,2013-09-09,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,662000.00000000000,5694000,1370000,721000,NA,NA,1097,PROV_BEC_2017,SBPSmk,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,SX,,,NA,NA,NA,NA,100 Mile House TSA,51552
54,CAR1-4461-MO1,CAR1_4461_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,SBPS,N,N,Spruce,2013-09-09,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,662000.00000000000,5694000,1370000,721000,NA,NA,1097,PROV_BEC_2017,SBPSmk,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,SX,,,NA,NA,NA,NA,100 Mile House TSA,51553
55,CAR1-4461-MO1,CAR1_4461_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,SBPS,N,N,Spruce,2013-09-09,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,662000.00000000000,5694000,1370000,721000,NA,NA,1097,PROV_BEC_2017,SBPSmk,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,SX,,,NA,NA,NA,NA,100 Mile House TSA,51554
56,CAR1-4461-MO1,CAR1_4461_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,SBPS,N,N,Spruce,2013-09-09,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,662000.00000000000,5694000,1370000,721000,NA,NA,1097,PROV_BEC_2017,SBPSmk,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,SX,,,NA,NA,NA,NA,100 Mile House TSA,51555
57,CAR1-6941-MO1,CAR1_6941_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ICH,N,Y,Douglas-Fir,2013-09-04,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,665000.00000000000,5774000,1370000,801000,NA,NA,1101,PROV_BEC_2017,ICHmk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,50.96277932000,0,0,15.89182197000,0,1150.77327400000,0,0,475.31939580000,0,516.74614540000,0,0,162.29243460000,0,460.73441810000,119.51005640000,FD,FD55S24BL12CW09,,23.20970052,32.8,85.42857143,94.92620787,100 Mile House TSA,51556
58,CAR1-6941-MO1,CAR1_6941_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ICH,N,Y,Douglas-Fir,2013-09-04,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,665000.00000000000,5774000,1370000,801000,NA,NA,1101,PROV_BEC_2017,ICHmk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,49.96551749000,0,0,15.89182197000,0,850.57155030000,0,0,475.31939580000,0,513.73188050000,0,0,162.29243460000,0,460.73441810000,119.51005640000,FD,FD56S24BL12CW08,,23.20970052,32.8,85.42857143,94.92620787,100 Mile House TSA,51557
59,CAR1-6941-MO1,CAR1_6941_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ICH,N,Y,Douglas-Fir,2013-09-04,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,665000.00000000000,5774000,1370000,801000,NA,NA,1101,PROV_BEC_2017,ICHmk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,48.74184994000,0,0,14.77955947000,0,725.48749880000,0,0,325.21853390000,0,508.07838750000,0,0,157.83430200000,0,458.80223800000,118.69553300000,FD,FD57S25BL12CW06,,23.20970052,32.8,85.42857143,94.92620787,100 Mile House TSA,51558
60,CAR1-6941-MO1,CAR1_6941_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ICH,N,Y,Douglas-Fir,2013-09-04,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,665000.00000000000,5774000,1370000,801000,NA,NA,1101,PROV_BEC_2017,ICHmk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,45.85634132000,0,0,12.51379301000,0,550.36982670000,0,0,200.13448240000,0,488.19303620000,0,0,144.32569010000,0,445.41543250000,111.23767600000,FD,FD61S25BL10CW04,,23.20970052,32.8,85.42857143,94.92620787,100 Mile House TSA,51559
61,CAR1-6946-MO1,CAR1_6946_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ESSF,N,Y,TrueFir,2013-09-06,1,0,0,NA,1,60-N,Crown - Conservancy / Eco Reserve / Protected Area,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,685000.00000000000,5773000,1390000,801000,NA,NA,1741,PROV_BEC_2017,ESSFwcw,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,31.19645877000,0,0,19.25503622000,0,1601.07585900000,0,0,225.15129270000,0,245.81895600000,0,0,142.27043540000,0,196.70977230000,97.44906117000,BL,BL98S02,,10.32348633,19.55,134,153.586653,100 Mile House TSA,51560
62,CAR1-6946-MO1,CAR1_6946_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ESSF,N,Y,TrueFir,2013-09-06,1,0,0,NA,1,60-N,Crown - Conservancy / Eco Reserve / Protected Area,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,685000.00000000000,5773000,1390000,801000,NA,NA,1741,PROV_BEC_2017,ESSFwcw,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,29.51088272000,0,0,19.25503622000,0,700.47068850000,0,0,225.15129270000,0,242.26235650000,0,0,142.27043540000,0,196.70977230000,97.44906117000,BL,BL98S02,,10.32348633,19.55,134,153.586653,100 Mile House TSA,51561
63,CAR1-6946-MO1,CAR1_6946_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ESSF,N,Y,TrueFir,2013-09-06,1,0,0,NA,1,60-N,Crown - Conservancy / Eco Reserve / Protected Area,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,685000.00000000000,5773000,1390000,801000,NA,NA,1741,PROV_BEC_2017,ESSFwcw,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,28.07880718000,0,0,19.25503622000,0,550.36982670000,0,0,225.15129270000,0,237.28809070000,0,0,142.27043540000,0,195.09957910000,97.44906117000,BL,BL98S02,,10.32348633,19.55,134,153.586653,100 Mile House TSA,51562
64,CAR1-6946-MO1,CAR1_6946_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,ESSF,N,Y,TrueFir,2013-09-06,1,0,0,NA,1,60-N,Crown - Conservancy / Eco Reserve / Protected Area,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,685000.00000000000,5773000,1390000,801000,NA,NA,1741,PROV_BEC_2017,ESSFwcw,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,26.12737193000,0,0,19.25503622000,0,425.28577520000,0,0,225.15129270000,0,228.23952010000,0,0,142.27043540000,0,189.58834910000,97.44906117000,BL,BL97S03,,10.32348633,19.55,134,153.586653,100 Mile House TSA,51563
65,CAR1-7561-MO1,CAR1_7561_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Poplar,2013-08-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,582000.00000000000,5718000,1290000,741000,NA,NA,1062,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,8.86579837500,0,0,5.78907389600,0,675.45387820000,0,0,500.33620610000,0,52.23926820000,0,0,29.25744023000,0,34.88103037000,15.89161966000,AT,AT93FD04S03,,13.02317708,15.26666667,66.67680725,71.04431506,100 Mile House TSA,51564
66,CAR1-7561-MO1,CAR1_7561_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Poplar,2013-08-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,582000.00000000000,5718000,1290000,741000,NA,NA,1062,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,7.73500767100,0,0,5.48696384100,0,275.18491330000,0,0,400.26896490000,0,48.60671019000,0,0,28.65926635000,0,34.88103037000,15.89161966000,AT,AT96S04,,13.02317708,15.26666667,66.67680725,71.04431506,100 Mile House TSA,51565
67,CAR1-7561-MO1,CAR1_7561_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Poplar,2013-08-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,582000.00000000000,5718000,1290000,741000,NA,NA,1062,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,6.95587967200,0,0,4.43539450400,0,200.13448240000,0,0,225.15129270000,0,44.65989636000,0,0,24.94387841000,0,33.69381899000,15.68132280000,AT,AT100,,13.02317708,15.26666667,66.67680725,71.04431506,100 Mile House TSA,51566
68,CAR1-7561-MO1,CAR1_7561_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Poplar,2013-08-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,VGPS,10,582000.00000000000,5718000,1290000,741000,NA,NA,1062,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,5.86570170600,0,0,1.37478151200,0,125.08405150000,0,0,50.03362061000,0,38.70224396000,0,0,8.24696563600,0,30.45949323000,6.27068908200,AT,AT100,,13.02317708,15.26666667,66.67680725,71.04431506,100 Mile House TSA,51567
69,CAR1-7571-MO1,CAR1_7571_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-21,1,0,0,NA,1,79-B,Crown - Community Forest,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,622000.00000000000,5716000,1330000,741000,NA,NA,1135,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,7.58450279200,0,0,18.42446934000,0,750.50430910000,0,0,725.48749880000,0,42.58552102000,0,0,143.74755950000,0,25.06035129000,107.47072010000,FD,FD40PL27S26AT07,,12.73125,13.65,61.6,72.36763397,100 Mile House TSA,51568
70,CAR1-7571-MO1,CAR1_7571_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-21,1,0,0,NA,1,79-B,Crown - Community Forest,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,622000.00000000000,5716000,1330000,741000,NA,NA,1135,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,7.26368769200,0,0,18.42446934000,0,550.36982670000,0,0,725.48749880000,0,42.05334824000,0,0,143.74755950000,0,25.06035129000,107.47072010000,FD,FD39PL28S25AT08,,12.73125,13.65,61.6,72.36763397,100 Mile House TSA,51569
71,CAR1-7571-MO1,CAR1_7571_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-21,1,0,0,NA,1,79-B,Crown - Community Forest,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,622000.00000000000,5716000,1330000,741000,NA,NA,1135,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,5.28425381000,0,0,17.48699685000,0,275.18491330000,0,0,625.42025760000,0,34.03296563000,0,0,139.40555990000,0,24.41814012000,106.38006810000,FD,FD31PL31S28AT10,,12.73125,13.65,61.6,72.36763397,100 Mile House TSA,51570
72,CAR1-7571-MO1,CAR1_7571_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,IDF,N,Y,Douglas-Fir,2013-08-21,1,0,0,NA,1,79-B,Crown - Community Forest,A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,622000.00000000000,5716000,1330000,741000,NA,NA,1135,PROV_BEC_2017,IDFdk3,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,1.54450228900,0,0,14.05888474000,0,50.03362061000,0,0,425.28577520000,0,9.95930353800,0,0,114.74573550000,0,8.30378835400,90.10320761000,FD,FD55S45,,12.73125,13.65,61.6,72.36763397,100 Mile House TSA,51571
73,CAR1-7581-MO1,CAR1_7581_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,SBS,N,Y,TrueFir,2013-09-10,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,662000.00000000000,5714000,1370000,741000,NA,NA,1308,PROV_BEC_2017,SBSmc1,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,34.24984124000,0,0,1.87618281900,0,425.28577520000,0,0,50.03362061000,0,388.19438130000,0,0,15.76423291000,0,339.25517150000,11.61207164000,BL,BL47S43AT10,,22.01621094,28.26666667,75.66666667,85.06259825,100 Mile House TSA,51572
74,CAR1-7581-MO1,CAR1_7581_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,SBS,N,Y,TrueFir,2013-09-10,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,662000.00000000000,5714000,1370000,741000,NA,NA,1308,PROV_BEC_2017,SBSmc1,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,34.24984124000,0,0,1.87618281900,0,425.28577520000,0,0,50.03362061000,0,388.19438130000,0,0,15.76423291000,0,339.25517150000,11.61207164000,BL,BL47S43AT10,,22.01621094,28.26666667,75.66666667,85.06259825,100 Mile House TSA,51573
75,CAR1-7581-MO1,CAR1_7581_CMI,0,2013,Y,Y,23,23,TSA23_100MileHouse,CMI,GRID,SBS,N,Y,TrueFir,2013-09-10,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,662000.00000000000,5714000,1370000,741000,NA,NA,1308,PROV_BEC_2017,SBSmc1,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,34.08713486000,0,0,1.87618281900,0,400.26896490000,0,0,50.03362061000,0,387.44270890000,0,0,15.76423291000,0,339.25517150000,11.61207164000,BL,BL47S42AT11,,22.01621094,28.26666667,75.66666667,85.06259825,100 Mile House TSA,51574
